Full Name,Academic Performance,Attendance Percentage,Seat Zone,Grades,Academic Stress,Motivation,Depression,Sleep Disorder,Study Life Balance,Family Pressures,Parents Marital Status,Family Income Level,Housing Status,Has Private Study Room,Daily Food Availability,Has School Uniform,Has Stationery,Receives Private Tutoring,Daily Study Hours,Works After School,Has Electronic Device,Device Usage Purpose,Has Social Media Accounts,Daily Screen Time,Social Media Impact On Studies,Content Type Watched,Plays Video Games,Daily Gaming Hours
Deborah Garrett,Good,89.32,Front,Mathematics:77.86; Art:76.12; Physics:80.78; Chemistry:78.32; History:84.91; English Language:77.69; Geography:77.50; Biology:79.88,Low,High,FALSE,High,Good,Moderate,Married,3958.07,Rented,FALSE,TRUE,TRUE,TRUE,FALSE,4.4,FALSE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Thomas White,Good,91.58,Middle,Mathematics:72.32; Art:71.57; Physics:69.62; Chemistry:78.92; History:72.62; English Language:75.99; Geography:67.80; Biology:83.08,Low,Low,TRUE,Moderate,Good,None,Married,4039.54,Owned,TRUE,TRUE,FALSE,FALSE,FALSE,5.7,TRUE,TRUE,Gaming,FALSE,2.8,None,None,FALSE,0
Theodore Baker,Average,83.27,Front,Mathematics:62.68; Art:63.72; Physics:70.71; Chemistry:70.35; History:66.40; English Language:65.65; Geography:69.26; Biology:72.55,High,Moderate,TRUE,Low,Moderate,None,Married,1893.45,Shared,FALSE,TRUE,TRUE,TRUE,FALSE,3.6,FALSE,TRUE,Other,TRUE,2,Negative,Entertainment,FALSE,0
Matthew Callahan,Average,78.41,Side,Mathematics:57.15; Art:61.88; Physics:54.39; Chemistry:47.37; History:52.28; English Language:44.63; Geography:48.74; Biology:48.64,Low,Moderate,TRUE,Low,Moderate,Moderate,Separated,2225.29,Rented,FALSE,FALSE,TRUE,TRUE,FALSE,2.8,TRUE,TRUE,Not Specified,FALSE,0,None,None,TRUE,0.9
Zachary Wheeler,Average,91.15,Middle,Mathematics:58.03; Art:53.17; Physics:54.11; Chemistry:59.67; History:58.42; English Language:56.26; Geography:54.74; Biology:54.94,Low,High,TRUE,High,Good,Moderate,Married,3852.78,Not Specified,FALSE,FALSE,TRUE,TRUE,TRUE,3.2,FALSE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Jamie White,Needs Improvement,86.06,Back,Mathematics:31.08; Art:30.69; Physics:30.66; Chemistry:22.37; History:30.81; English Language:32.17; Geography:25.03; Biology:37.76,High,High,TRUE,Not Specified,Needs Improvement,Moderate,Divorced,1185.4,Shared,TRUE,FALSE,TRUE,TRUE,FALSE,2.5,FALSE,FALSE,Not Specified,FALSE,0,None,None,TRUE,1.6
Brittany Cook,Average,77.62,Front,Mathematics:78.45; Art:79.82; Physics:76.43; Chemistry:83.17; History:82.46; English Language:90.34; Geography:81.81; Biology:76.89,High,Moderate,TRUE,Low,Good,Low,Divorced,4624.31,Temporary Shelter,FALSE,FALSE,FALSE,FALSE,FALSE,2.1,TRUE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Jennifer Lewis,Good,96.83,Front,Mathematics:86.53; Art:77.62; Physics:81.08; Chemistry:85.89; History:72.43; English Language:76.63; Geography:77.26; Biology:76.26,Low,Moderate,TRUE,Moderate,Moderate,High,Divorced,4214.27,Temporary Shelter,FALSE,TRUE,TRUE,TRUE,TRUE,4.1,FALSE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Christy Thomas,Average,98.74,Side,Mathematics:61.52; Art:47.10; Physics:39.76; Chemistry:55.06; History:57.87; English Language:43.31; Geography:47.84; Biology:46.00,Low,High,TRUE,Moderate,Moderate,Moderate,Separated,1680.33,Rented,FALSE,TRUE,FALSE,FALSE,TRUE,4.8,FALSE,TRUE,Entertainment,FALSE,2.8,None,None,TRUE,1.3
Mary Black,Average,76.28,Front,Mathematics:74.33; Art:64.77; Physics:59.08; Chemistry:68.05; History:67.55; English Language:70.11; Geography:67.05; Biology:61.50,Low,Low,TRUE,Moderate,Good,None,Widowed,853.18,Temporary Shelter,TRUE,FALSE,TRUE,TRUE,FALSE,3.3,TRUE,TRUE,Gaming,FALSE,2.6,None,None,TRUE,1.8
Dalton Jones,Good,86.11,Front,Mathematics:81.66; Art:81.39; Physics:84.98; Chemistry:85.04; History:78.24; English Language:83.83; Geography:72.03; Biology:77.53,High,High,FALSE,Not Specified,Needs Improvement,Moderate,Married,1821.34,Owned,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,TRUE,Not Specified,FALSE,0,None,None,FALSE,0
Margaret Smith,Average,98.87,Back,Mathematics:57.74; Art:45.43; Physics:48.23; Chemistry:57.38; History:49.25; English Language:54.85; Geography:54.80; Biology:51.31,Low,Low,FALSE,Not Specified,Needs Improvement,Moderate,Married,2962.07,Not Specified,TRUE,FALSE,TRUE,FALSE,FALSE,4.3,TRUE,TRUE,Not Specified,FALSE,0,None,None,TRUE,0.6
Joseph Fry,Average,75.84,Middle,Mathematics:65.82; Art:73.80; Physics:66.24; Chemistry:70.93; History:65.79; English Language:62.43; Geography:79.85; Biology:68.28,High,Moderate,FALSE,Moderate,Good,Low,Widowed,1504.52,Rented,TRUE,TRUE,TRUE,FALSE,FALSE,3.4,FALSE,FALSE,Not Specified,FALSE,0,None,None,TRUE,1.8
Maria Hart,Average,88.89,Front,Mathematics:71.01; Art:63.12; Physics:70.70; Chemistry:53.81; History:67.86; English Language:71.06; Geography:64.90; Biology:54.74,High,Moderate,TRUE,Moderate,Moderate,None,Divorced,4890.24,Rented,TRUE,FALSE,TRUE,FALSE,TRUE,5.2,FALSE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Lori Mcintyre,Good,86.92,Front,Mathematics:91.34; Art:90.18; Physics:80.13; Chemistry:79.60; History:81.64; English Language:91.25; Geography:83.86; Biology:91.41,Moderate,Moderate,FALSE,Low,Moderate,High,Separated,856.34,Temporary Shelter,TRUE,FALSE,TRUE,FALSE,FALSE,4.4,TRUE,TRUE,Work,FALSE,3.2,None,None,FALSE,0
Sherry Patterson,Average,75.24,Back,Mathematics:69.65; Art:65.13; Physics:68.29; Chemistry:71.90; History:72.48; English Language:71.91; Geography:74.68; Biology:64.63,Low,High,FALSE,Not Specified,Needs Improvement,High,Divorced,4902.88,Rented,FALSE,TRUE,FALSE,FALSE,TRUE,5.1,TRUE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Gregory Douglas,Average,90.66,Side,Mathematics:73.55; Art:63.57; Physics:70.43; Chemistry:67.74; History:67.53; English Language:69.13; Geography:72.90; Biology:71.55,Low,Moderate,TRUE,Moderate,Moderate,Moderate,Separated,2971.94,Temporary Shelter,FALSE,TRUE,FALSE,FALSE,TRUE,4.1,FALSE,TRUE,Entertainment,FALSE,2.9,None,None,FALSE,0
Bryan Paul,Average,89.94,Back,Mathematics:40.48; Art:44.44; Physics:43.72; Chemistry:49.58; History:50.41; English Language:46.24; Geography:49.18; Biology:51.49,Low,High,FALSE,Not Specified,Moderate,Moderate,Single,1639.07,Rented,FALSE,FALSE,TRUE,FALSE,TRUE,2.8,TRUE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Robert Ball,Average,84.22,Back,Mathematics:58.65; Art:58.73; Physics:52.27; Chemistry:63.62; History:54.64; English Language:59.71; Geography:63.18; Biology:60.78,Low,Low,FALSE,High,Moderate,High,Single,739.32,Temporary Shelter,FALSE,FALSE,FALSE,TRUE,FALSE,3.7,FALSE,TRUE,Entertainment,TRUE,3,Negative,News,FALSE,0
Sandra Davis,Average,89.56,Side,Mathematics:59.54; Art:53.55; Physics:59.82; Chemistry:69.49; History:63.59; English Language:57.65; Geography:62.70; Biology:59.71,High,High,FALSE,Not Specified,Needs Improvement,High,Separated,4829.76,Not Specified,TRUE,FALSE,FALSE,FALSE,TRUE,4.2,TRUE,FALSE,Not Specified,FALSE,0,None,None,TRUE,0.5
Samuel Jensen,Average,91.59,Front,Mathematics:65.73; Art:58.76; Physics:58.66; Chemistry:55.08; History:63.14; English Language:65.61; Geography:58.83; Biology:62.67,High,High,TRUE,Not Specified,Good,Low,Separated,3250.75,Owned,FALSE,TRUE,FALSE,FALSE,TRUE,5.1,TRUE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Nancy Graham,Good,97.59,Middle,Mathematics:80.22; Art:79.78; Physics:75.21; Chemistry:81.50; History:77.73; English Language:68.41; Geography:64.10; Biology:67.42,Moderate,Moderate,FALSE,High,Moderate,Moderate,Widowed,1753.48,Shared,FALSE,TRUE,FALSE,FALSE,TRUE,5.5,FALSE,TRUE,Not Specified,FALSE,0,None,None,FALSE,0
Jennifer Sampson,Average,76.41,Side,Mathematics:68.03; Art:62.41; Physics:60.36; Chemistry:61.09; History:67.70; English Language:67.14; Geography:70.41; Biology:60.00,High,Moderate,TRUE,High,Moderate,Low,Widowed,4396.69,Temporary Shelter,FALSE,TRUE,FALSE,FALSE,FALSE,3.9,FALSE,TRUE,Not Specified,FALSE,0,None,None,TRUE,1.7
Joseph Williams,Average,80.98,Back,Mathematics:66.27; Art:74.75; Physics:73.18; Chemistry:70.91; History:73.13; English Language:79.75; Geography:68.89; Biology:64.59,Moderate,High,TRUE,Not Specified,Good,High,Single,527.8,Owned,TRUE,FALSE,FALSE,TRUE,FALSE,4,TRUE,FALSE,Not Specified,FALSE,0,None,None,TRUE,1.4
Melanie Harris,Good,95.53,Middle,Mathematics:79.52; Art:81.95; Physics:60.68; Chemistry:74.15; History:86.45; English Language:82.60; Geography:84.89; Biology:81.32,Moderate,High,TRUE,Not Specified,Needs Improvement,Moderate,Separated,2357.78,Temporary Shelter,FALSE,FALSE,TRUE,TRUE,FALSE,5.8,TRUE,TRUE,Gaming,FALSE,2.6,None,None,FALSE,0
Gina Clayton,Average,75.26,Middle,Mathematics:53.81; Art:55.00; Physics:54.43; Chemistry:51.24; History:57.28; English Language:58.99; Geography:53.69; Biology:49.12,High,Low,FALSE,Low,Moderate,High,Single,2685.59,Temporary Shelter,FALSE,FALSE,TRUE,FALSE,TRUE,4.3,TRUE,TRUE,Entertainment,FALSE,1.9,None,None,TRUE,0.8
Carlos Franklin,Average,81.58,Middle,Mathematics:62.35; Art:66.41; Physics:64.23; Chemistry:57.42; History:68.19; English Language:62.24; Geography:66.44; Biology:65.65,Low,Low,FALSE,Moderate,Moderate,High,Married,1528.82,Owned,FALSE,TRUE,TRUE,FALSE,FALSE,3.1,TRUE,TRUE,Work,TRUE,1.3,None,None,FALSE,0
Michelle Randall,Average,99.92,Middle,Mathematics:65.21; Art:74.14; Physics:67.56; Chemistry:60.52; History:65.16; English Language:65.00; Geography:68.60; Biology:61.81,Moderate,Moderate,FALSE,Low,Needs Improvement,Moderate,Divorced,4814.46,Not Specified,TRUE,TRUE,TRUE,FALSE,FALSE,3.9,TRUE,TRUE,Gaming,FALSE,1.3,None,None,FALSE,0
Michael Hughes,Average,77.39,Side,Mathematics:70.63; Art:60.47; Physics:50.89; Chemistry:59.52; History:55.89; English Language:57.55; Geography:56.47; Biology:67.85,Moderate,Low,FALSE,Moderate,Good,Moderate,Divorced,4331.71,Shared,TRUE,TRUE,FALSE,FALSE,TRUE,4.3,FALSE,TRUE,Entertainment,TRUE,2.5,Neutral,Sports,TRUE,1.4
Edward Saunders,Average,83.85,Back,Mathematics:71.53; Art:67.89; Physics:72.76; Chemistry:80.20; History:78.62; English Language:74.99; Geography:80.50; Biology:79.87,High,Moderate,TRUE,Not Specified,Moderate,Moderate,Widowed,4699.32,Owned,FALSE,TRUE,TRUE,TRUE,TRUE,5.7,FALSE,FALSE,Not Specified,FALSE,0,None,None,TRUE,1
Angela Stewart,Average,92.97,Middle,Mathematics:44.51; Art:46.21; Physics:42.02; Chemistry:35.35; History:40.00; English Language:42.19; Geography:39.97; Biology:36.34,High,Low,TRUE,High,Good,None,Single,4935.2,Shared,FALSE,FALSE,TRUE,FALSE,FALSE,3.2,FALSE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Mark Richardson,Good,91.73,Back,Mathematics:69.86; Art:77.02; Physics:88.59; Chemistry:83.92; History:75.79; English Language:80.03; Geography:67.12; Biology:81.71,High,High,FALSE,Moderate,Good,None,Single,4466.64,Owned,FALSE,TRUE,FALSE,TRUE,FALSE,2.8,FALSE,TRUE,Not Specified,FALSE,0,None,None,FALSE,0
Stacey Oconnor,Needs Improvement,76.22,Side,Mathematics:30.57; Art:29.31; Physics:36.90; Chemistry:27.06; History:27.71; English Language:31.89; Geography:28.74; Biology:31.30,Moderate,High,FALSE,Low,Needs Improvement,Moderate,Separated,755.12,Not Specified,TRUE,TRUE,FALSE,TRUE,FALSE,5.4,FALSE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Greg Hull,Average,90.87,Back,Mathematics:57.35; Art:63.97; Physics:60.46; Chemistry:60.63; History:76.15; English Language:64.22; Geography:66.40; Biology:61.00,Low,High,FALSE,Low,Needs Improvement,Moderate,Divorced,3048.45,Rented,FALSE,FALSE,FALSE,TRUE,FALSE,5.1,TRUE,FALSE,Not Specified,FALSE,0,None,None,TRUE,1.4
Justin Harper,Average,96.5,Middle,Mathematics:57.40; Art:66.92; Physics:72.79; Chemistry:56.83; History:75.74; English Language:71.53; Geography:71.26; Biology:80.38,Low,Low,TRUE,High,Good,Low,Divorced,1830.3,Rented,TRUE,TRUE,FALSE,TRUE,TRUE,2.6,TRUE,TRUE,Entertainment,TRUE,3.2,Neutral,Sports,TRUE,1.5
Alexandria Sutton,Average,78.9,Middle,Mathematics:62.32; Art:64.12; Physics:57.52; Chemistry:63.92; History:68.28; English Language:60.03; Geography:67.72; Biology:65.36,Low,Moderate,TRUE,Not Specified,Good,High,Married,2356.92,Owned,FALSE,TRUE,TRUE,TRUE,TRUE,2.9,TRUE,TRUE,Not Specified,FALSE,0,None,None,TRUE,1.3
Travis Reed,Average,76.98,Middle,Mathematics:47.80; Art:41.58; Physics:52.53; Chemistry:47.55; History:48.89; English Language:56.31; Geography:48.81; Biology:46.55,High,High,FALSE,Low,Good,None,Married,4479.29,Temporary Shelter,TRUE,TRUE,FALSE,TRUE,FALSE,5,FALSE,FALSE,Not Specified,FALSE,0,None,None,TRUE,0.5
Catherine Green,Good,97,Middle,Mathematics:78.03; Art:72.53; Physics:76.28; Chemistry:64.22; History:75.79; English Language:76.03; Geography:75.09; Biology:77.18,Moderate,High,TRUE,Low,Needs Improvement,None,Widowed,1951.1,Not Specified,TRUE,FALSE,TRUE,TRUE,FALSE,5.9,TRUE,FALSE,Not Specified,FALSE,0,None,None,TRUE,0.9
Steve Cameron,Good,92.49,Front,Mathematics:96.19; Art:93.79; Physics:81.96; Chemistry:89.87; History:87.59; English Language:89.02; Geography:87.43; Biology:89.32,Moderate,Low,TRUE,Low,Needs Improvement,None,Married,4931.95,Rented,TRUE,TRUE,TRUE,FALSE,FALSE,5.8,TRUE,FALSE,Not Specified,FALSE,0,None,None,TRUE,0.9
Amy Carter,Average,97.96,Middle,Mathematics:53.65; Art:48.40; Physics:49.55; Chemistry:45.86; History:47.95; English Language:54.40; Geography:48.51; Biology:51.40,Moderate,Moderate,FALSE,High,Moderate,None,Married,1722.63,Shared,TRUE,FALSE,FALSE,FALSE,FALSE,5.2,FALSE,FALSE,Not Specified,FALSE,0,None,None,TRUE,1.7
Kenneth Phillips,Average,88.93,Front,Mathematics:59.62; Art:58.41; Physics:57.26; Chemistry:50.23; History:52.31; English Language:53.60; Geography:59.80; Biology:52.50,High,High,TRUE,Not Specified,Good,None,Separated,4942.98,Rented,TRUE,TRUE,TRUE,TRUE,TRUE,3.6,TRUE,TRUE,Gaming,TRUE,1.2,Positive,Educational,TRUE,0.7
Mark Smith,Average,97.65,Front,Mathematics:58.01; Art:48.85; Physics:55.09; Chemistry:54.42; History:49.94; English Language:63.67; Geography:61.99; Biology:54.25,Moderate,Moderate,TRUE,Not Specified,Needs Improvement,High,Single,1048.16,Rented,FALSE,TRUE,FALSE,TRUE,FALSE,2.8,FALSE,FALSE,Not Specified,FALSE,0,None,None,TRUE,1.3
Stephanie Mathews,Average,77.43,Back,Mathematics:73.47; Art:70.36; Physics:82.84; Chemistry:86.59; History:77.21; English Language:87.31; Geography:82.92; Biology:82.17,Low,Low,FALSE,Moderate,Needs Improvement,High,Married,2714.62,Rented,FALSE,FALSE,FALSE,FALSE,TRUE,5,TRUE,TRUE,Gaming,TRUE,2.8,Positive,Educational,TRUE,1.4
Nicole Kaufman,Good,97.44,Back,Mathematics:88.84; Art:92.85; Physics:100.00; Chemistry:92.98; History:85.88; English Language:88.60; Geography:96.68; Biology:95.26,High,Moderate,TRUE,Not Specified,Moderate,Low,Separated,1272.64,Owned,TRUE,FALSE,TRUE,TRUE,FALSE,5.1,FALSE,TRUE,Education,FALSE,1.3,None,None,TRUE,0.7
Mark Hicks,Average,85.45,Back,Mathematics:67.35; Art:68.77; Physics:66.88; Chemistry:59.13; History:64.47; English Language:65.05; Geography:73.23; Biology:71.08,Moderate,High,TRUE,Low,Moderate,Moderate,Separated,4602.19,Temporary Shelter,FALSE,FALSE,FALSE,FALSE,FALSE,3.6,FALSE,FALSE,Not Specified,FALSE,0,None,None,TRUE,1.2
Christy Bell,Average,89.99,Side,Mathematics:32.71; Art:36.49; Physics:40.04; Chemistry:32.04; History:35.00; English Language:33.50; Geography:35.26; Biology:40.02,High,High,TRUE,Moderate,Moderate,High,Separated,3238.47,Shared,FALSE,FALSE,FALSE,FALSE,FALSE,2.3,TRUE,TRUE,Gaming,FALSE,1.2,None,None,FALSE,0
Diana Wong,Average,79.94,Side,Mathematics:51.00; Art:55.97; Physics:57.63; Chemistry:53.65; History:54.91; English Language:57.00; Geography:56.86; Biology:45.93,Low,Low,FALSE,Moderate,Moderate,None,Married,2873.25,Not Specified,FALSE,FALSE,FALSE,TRUE,FALSE,4,FALSE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Larry Austin,Good,76.36,Front,Mathematics:88.05; Art:94.93; Physics:81.76; Chemistry:84.36; History:91.06; English Language:86.75; Geography:87.47; Biology:97.17,High,Moderate,FALSE,High,Needs Improvement,None,Married,1922.22,Shared,FALSE,TRUE,FALSE,FALSE,TRUE,5.5,TRUE,TRUE,Not Specified,FALSE,0,None,None,TRUE,1.3
Stephanie Murray,Average,93.03,Middle,Mathematics:34.20; Art:36.02; Physics:43.31; Chemistry:27.20; History:31.24; English Language:32.10; Geography:32.43; Biology:33.44,High,High,TRUE,Moderate,Good,Moderate,Single,4264.61,Shared,FALSE,TRUE,TRUE,FALSE,FALSE,2.6,FALSE,TRUE,Gaming,FALSE,2,None,None,TRUE,1.9
Ryan Levine,Average,78.44,Middle,Mathematics:55.36; Art:59.52; Physics:66.01; Chemistry:64.19; History:62.82; English Language:64.46; Geography:56.12; Biology:59.45,High,Low,TRUE,Moderate,Good,High,Separated,4897.33,Owned,FALSE,FALSE,FALSE,TRUE,FALSE,4.1,FALSE,TRUE,Work,TRUE,1.7,Positive,None,TRUE,0.6
Jacob Petty,Good,86.52,Front,Mathematics:75.00; Art:85.20; Physics:77.15; Chemistry:76.22; History:77.26; English Language:74.89; Geography:71.56; Biology:78.38,Moderate,Moderate,TRUE,Low,Needs Improvement,Moderate,Widowed,3085.44,Not Specified,FALSE,FALSE,TRUE,TRUE,FALSE,4.6,TRUE,TRUE,Gaming,TRUE,3.9,Positive,Entertainment,FALSE,0
Amy Johnson,Average,88.83,Front,Mathematics:63.38; Art:58.41; Physics:63.88; Chemistry:60.71; History:57.92; English Language:55.34; Geography:59.03; Biology:63.42,Moderate,High,FALSE,Not Specified,Good,None,Single,4079.62,Not Specified,TRUE,FALSE,FALSE,TRUE,FALSE,2.1,TRUE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Haley Anderson,Average,99.08,Side,Mathematics:65.76; Art:70.89; Physics:61.38; Chemistry:69.12; History:66.24; English Language:69.83; Geography:72.73; Biology:60.62,Moderate,High,FALSE,Low,Moderate,Low,Married,786.58,Not Specified,FALSE,FALSE,TRUE,TRUE,FALSE,3.3,FALSE,TRUE,Not Specified,FALSE,0,None,None,TRUE,1.9
Amanda Maxwell,Good,92.43,Back,Mathematics:85.05; Art:86.93; Physics:89.82; Chemistry:85.83; History:76.83; English Language:85.70; Geography:80.83; Biology:94.01,High,Low,TRUE,Not Specified,Good,Moderate,Divorced,3990.91,Owned,TRUE,FALSE,TRUE,TRUE,TRUE,2.2,FALSE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Ryan Neal,Average,89.57,Front,Mathematics:64.27; Art:68.66; Physics:55.89; Chemistry:68.59; History:65.85; English Language:67.81; Geography:70.13; Biology:54.03,Low,Moderate,TRUE,Not Specified,Good,None,Widowed,1011.72,Rented,FALSE,TRUE,FALSE,FALSE,TRUE,4.8,TRUE,TRUE,Not Specified,FALSE,0,None,None,TRUE,0.8
Andrea Garcia DDS,Average,78.77,Front,Mathematics:84.65; Art:82.57; Physics:74.98; Chemistry:77.53; History:81.37; English Language:77.62; Geography:84.15; Biology:79.69,Low,Low,TRUE,Moderate,Moderate,Moderate,Married,3622.86,Temporary Shelter,TRUE,FALSE,TRUE,FALSE,FALSE,3.5,FALSE,TRUE,Not Specified,FALSE,0,None,None,FALSE,0
Lauren Neal,Good,82.55,Side,Mathematics:91.57; Art:70.44; Physics:82.92; Chemistry:80.45; History:77.44; English Language:81.73; Geography:79.07; Biology:86.76,Moderate,Moderate,TRUE,Low,Moderate,High,Widowed,4189.14,Temporary Shelter,FALSE,TRUE,TRUE,TRUE,FALSE,3,TRUE,TRUE,Not Specified,FALSE,0,None,None,TRUE,1.5
Alexis Banks,Average,98.96,Back,Mathematics:73.05; Art:67.91; Physics:54.66; Chemistry:67.62; History:68.67; English Language:68.04; Geography:67.26; Biology:68.49,Low,High,TRUE,Low,Moderate,High,Separated,2049.9,Shared,TRUE,FALSE,FALSE,TRUE,FALSE,5.7,FALSE,FALSE,Not Specified,FALSE,0,None,None,TRUE,1.7
Michael Diaz,Average,82.33,Back,Mathematics:59.90; Art:49.59; Physics:58.96; Chemistry:53.37; History:52.37; English Language:57.62; Geography:63.46; Biology:58.65,Moderate,Moderate,FALSE,High,Moderate,High,Single,2607.91,Shared,TRUE,FALSE,FALSE,TRUE,FALSE,3.9,TRUE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Melissa Sanford,Good,90.88,Back,Mathematics:75.67; Art:73.09; Physics:79.27; Chemistry:80.57; History:77.26; English Language:78.91; Geography:73.08; Biology:76.80,Low,High,TRUE,Low,Good,High,Widowed,540.24,Shared,TRUE,FALSE,FALSE,FALSE,FALSE,5.2,TRUE,TRUE,Not Specified,FALSE,0,None,None,TRUE,1.9
Mr. Timothy Terry,Good,95.9,Front,Mathematics:86.77; Art:82.42; Physics:79.30; Chemistry:85.05; History:75.52; English Language:83.56; Geography:75.88; Biology:90.34,Low,Low,TRUE,High,Moderate,Moderate,Single,2186.47,Not Specified,TRUE,FALSE,FALSE,TRUE,TRUE,3.4,FALSE,TRUE,Not Specified,FALSE,0,None,None,FALSE,0
Joy Graham,Average,82.11,Front,Mathematics:59.16; Art:70.52; Physics:71.45; Chemistry:71.56; History:72.00; English Language:75.34; Geography:74.15; Biology:71.45,Low,Moderate,TRUE,Moderate,Moderate,None,Widowed,985.14,Owned,FALSE,TRUE,FALSE,TRUE,TRUE,3.9,FALSE,FALSE,Not Specified,FALSE,0,None,None,TRUE,0.6
Edward Petersen,Good,84.95,Side,Mathematics:78.88; Art:74.99; Physics:81.13; Chemistry:97.55; History:78.31; English Language:82.85; Geography:78.90; Biology:70.98,Moderate,Moderate,FALSE,Moderate,Needs Improvement,Low,Married,4501.21,Temporary Shelter,TRUE,FALSE,FALSE,FALSE,TRUE,4.4,FALSE,TRUE,Entertainment,TRUE,2.2,Neutral,Educational,TRUE,2
Scott Poole,Good,97.5,Side,Mathematics:79.32; Art:78.85; Physics:68.16; Chemistry:66.20; History:74.51; English Language:78.60; Geography:77.54; Biology:85.50,Low,Moderate,TRUE,Not Specified,Needs Improvement,Low,Divorced,850.97,Shared,TRUE,FALSE,TRUE,TRUE,FALSE,3.5,FALSE,FALSE,Not Specified,FALSE,0,None,None,TRUE,2
David Shepherd,Average,99.68,Front,Mathematics:67.39; Art:67.59; Physics:63.03; Chemistry:67.18; History:76.63; English Language:66.41; Geography:70.18; Biology:66.65,Low,Low,TRUE,Low,Moderate,Low,Widowed,4078.23,Rented,FALSE,FALSE,TRUE,TRUE,TRUE,3.9,FALSE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Gloria Duffy,Good,95.65,Side,Mathematics:67.64; Art:73.00; Physics:71.29; Chemistry:77.98; History:74.04; English Language:80.91; Geography:74.44; Biology:74.86,Moderate,Low,FALSE,Low,Needs Improvement,Low,Single,3627.42,Temporary Shelter,TRUE,FALSE,FALSE,FALSE,TRUE,5.8,FALSE,FALSE,Not Specified,FALSE,0,None,None,TRUE,2
Marcus Hatfield,Average,98.73,Side,Mathematics:53.91; Art:60.02; Physics:65.89; Chemistry:67.12; History:59.57; English Language:63.81; Geography:57.70; Biology:58.22,High,High,FALSE,High,Good,High,Separated,3827.21,Rented,TRUE,FALSE,FALSE,TRUE,TRUE,2.2,TRUE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Brian Hopkins,Good,90.97,Side,Mathematics:81.20; Art:78.88; Physics:75.26; Chemistry:88.11; History:87.54; English Language:81.41; Geography:79.28; Biology:88.33,High,Low,FALSE,High,Good,None,Divorced,3687.3,Temporary Shelter,TRUE,TRUE,TRUE,FALSE,TRUE,4.9,TRUE,TRUE,Education,FALSE,3.5,None,None,TRUE,1.1
Troy Macias,Good,98.37,Side,Mathematics:66.30; Art:70.96; Physics:72.48; Chemistry:79.57; History:65.77; English Language:67.21; Geography:77.86; Biology:56.77,Moderate,High,FALSE,High,Needs Improvement,High,Divorced,4405.07,Temporary Shelter,FALSE,FALSE,TRUE,FALSE,FALSE,2.6,FALSE,FALSE,Not Specified,FALSE,0,None,None,FALSE,0
Dominique Adams,Average,75.63,Side,Mathematics:54.46; Art:64.35; Physics:61.69; Chemistry:63.16; History:63.07; English Language:61.19; Geography:60.12; Biology:56.23,High,Low,FALSE,High,Needs Improvement,Low,Separated,4639.29,Shared,TRUE,FALSE,TRUE,TRUE,FALSE,5.5,FALSE,FALSE,Not Specified,FALSE,0,None,None,TRUE,1.1
Kenneth Anderson,Average,82.07,Side,Mathematics:53.47; Art:59.91; Physics:57.48; Chemistry:54.62; History:59.49; English Language:52.53; Geography:61.45; Biology:60.45,Low,Moderate,TRUE,Not Specified,Moderate,Low,Divorced,3430.17,Shared,FALSE,TRUE,FALSE,TRUE,FALSE,3.1,FALSE,TRUE,Not Specified,FALSE,0,None,None,TRUE,1.8
Dustin Shelton,Average,89.95,Middle,Mathematics:64.23; Art:57.24; Physics:64.03; Chemistry:56.56; History:59.04; English Language:59.95; Geography:62.56; Biology:59.46,Low,High,FALSE,Moderate,Moderate,Low,Divorced,2014.71,Owned,FALSE,TRUE,FALSE,TRUE,TRUE,2.3,FALSE,TRUE,Gaming,TRUE,2.1,Positive,Entertainment,TRUE,1.9
Mr. Joel Schneider,Good,91.13,Back,Mathematics:67.88; Art:71.60; Physics:75.94; Chemistry:66.93; History:83.22; English Language:76.38; Geography:76.93; Biology:75.26,Moderate,High,FALSE,Not Specified,Moderate,Moderate,Married,4434.38,Rented,FALSE,FALSE,TRUE,FALSE,TRUE,2.5,FALSE,FALSE,Not Specified,FALSE,0,None,None,TRUE,0.6
